Category,snapshot_id,Snapshot,Snapshot label,Question key,Question,Answer,Percentage
Resilience,2,2027-03-29,29 Mar 2027,3,I believe I can also draw positive things from this situation,Agree,27.3
Resilience,2,2027-03-29,29 Mar 2027,3,I believe I can also draw positive things from this situation,Neither agree nor disagree ,23.2
Resilience,2,2027-03-29,29 Mar 2027,3,I believe I can also draw positive things from this situation,Disagree,22.0
Resilience,2,2027-03-29,29 Mar 2027,3,I believe I can also draw positive things from this situation,Strongly disagree,12.8
Resilience,2,2027-03-29,29 Mar 2027,4,"When I can no longer do things, I look for alternatives",Strongly agree,24.5
Resilience,2,2027-03-29,29 Mar 2027,4,"When I can no longer do things, I look for alternatives",Agree,45.5
Resilience,2,2027-03-29,29 Mar 2027,4,"When I can no longer do things, I look for alternatives",Neither agree nor disagree ,12.0
Resilience,2,2027-03-29,29 Mar 2027,4,"When I can no longer do things, I look for alternatives",Disagree,11.4
Resilience,2,2027-03-29,29 Mar 2027,4,"When I can no longer do things, I look for alternatives",Strongly disagree,6.6
Resilience,3,2027-04-12,12 Apr 2027,1, I look for creative ways to deal with this situation,Strongly agree,21.0
Resilience,3,2027-04-12,12 Apr 2027,1, I look for creative ways to deal with this situation,Agree,39.0
Resilience,3,2027-04-12,12 Apr 2027,1, I look for creative ways to deal with this situation,Neither agree nor disagree ,16.0
Resilience,3,2027-04-12,12 Apr 2027,1, I look for creative ways to deal with this situation,Disagree,15.2
Resilience,3,2027-04-12,12 Apr 2027,1, I look for creative ways to deal with this situation,Strongly disagree,8.8
Resilience,3,2027-04-12,12 Apr 2027,2," I believe I have myself under control, whatever happens",Strongly agree,15.4
Resilience,3,2027-04-12,12 Apr 2027,2," I believe I have myself under control, whatever happens",Agree,28.6
Resilience,3,2027-04-12,12 Apr 2027,2," I believe I have myself under control, whatever happens",Neither agree nor disagree ,22.4
Resilience,3,2027-04-12,12 Apr 2027,2," I believe I have myself under control, whatever happens",Disagree,21.3
Resilience,3,2027-04-12,12 Apr 2027,2," I believe I have myself under control, whatever happens",Strongly disagree,12.3
Resilience,3,2027-04-12,12 Apr 2027,3,I believe I can also draw positive things from this situation,Strongly agree,13.3
Resilience,3,2027-04-12,12 Apr 2027,3,I believe I can also draw positive things from this situation,Agree,24.7
Resilience,3,2027-04-12,12 Apr 2027,3,I believe I can also draw positive things from this situation,Neither agree nor disagree ,24.8
Resilience,3,2027-04-12,12 Apr 2027,3,I believe I can also draw positive things from this situation,Disagree,23.6
Resilience,3,2027-04-12,12 Apr 2027,3,I believe I can also draw positive things from this situation,Strongly disagree,13.6
Resilience,3,2027-04-12,12 Apr 2027,4,"When I can no longer do things, I look for alternatives",Strongly agree,23.4
Resilience,3,2027-04-12,12 Apr 2027,4,"When I can no longer do things, I look for alternatives",Agree,43.6
Resilience,3,2027-04-12,12 Apr 2027,4,"When I can no longer do things, I look for alternatives",Neither agree nor disagree ,13.2
Resilience,3,2027-04-12,12 Apr 2027,4,"When I can no longer do things, I look for alternatives",Disagree,12.5
Resilience,3,2027-04-12,12 Apr 2027,4,"When I can no longer do things, I look for alternatives",Strongly disagree,7.3
Resilience,4,2027-04-26,26 Apr 2027,1, I look for creative ways to deal with this situation,Strongly agree,19.6
Resilience,4,2027-04-26,26 Apr 2027,1, I look for creative ways to deal with this situation,Agree,36.4
Resilience,4,2027-04-26,26 Apr 2027,1, I look for creative ways to deal with this situation,Neither agree nor disagree ,17.6
Resilience,4,2027-04-26,26 Apr 2027,1, I look for creative ways to deal with this situation,Disagree,16.7
Resilience,4,2027-04-26,26 Apr 2027,1, I look for creative ways to deal with this situation,Strongly disagree,9.7
Resilience,4,2027-04-26,26 Apr 2027,2," I believe I have myself under control, whatever happens",Strongly agree,14.0
Resilience,4,2027-04-26,26 Apr 2027,2," I believe I have myself under control, whatever happens",Agree,26.0
Resilience,4,2027-04-26,26 Apr 2027,2," I believe I have myself under control, whatever happens",Neither agree nor disagree ,24.0
Resilience,4,2027-04-26,26 Apr 2027,2," I believe I have myself under control, whatever happens",Disagree,22.8
Resilience,4,2027-04-26,26 Apr 2027,2," I believe I have myself under control, whatever happens",Strongly disagree,13.2
Resilience,4,2027-04-26,26 Apr 2027,3,I believe I can also draw positive things from this situation,Strongly agree,11.9
Resilience,4,2027-04-26,26 Apr 2027,3,I believe I can also draw positive things from this situation,Agree,22.1
Resilience,4,2027-04-26,26 Apr 2027,3,I believe I can also draw positive things from this situation,Neither agree nor disagree ,26.4
Resilience,4,2027-04-26,26 Apr 2027,3,I believe I can also draw positive things from this situation,Disagree,25.1
Resilience,4,2027-04-26,26 Apr 2027,3,I believe I can also draw positive things from this situation,Strongly disagree,14.5
Resilience,4,2027-04-26,26 Apr 2027,4,"When I can no longer do things, I look for alternatives",Strongly agree,22.4
Resilience,4,2027-04-26,26 Apr 2027,4,"When I can no longer do things, I look for alternatives",Agree,41.6
Resilience,4,2027-04-26,26 Apr 2027,4,"When I can no longer do things, I look for alternatives",Neither agree nor disagree ,14.4
Resilience,4,2027-04-26,26 Apr 2027,4,"When I can no longer do things, I look for alternatives",Disagree,13.7
Resilience,4,2027-04-26,26 Apr 2027,4,"When I can no longer do things, I look for alternatives",Strongly disagree,7.9
